name,building,county,Nearest_Street,latitude,longitude,Building_Sq_Ft,Roof_Sq_Ft
The Home Depot,retail,"Tarrant County, Texas",South Industrial Boulevard,32.834804357049784,-97.0982617,108681.85379913347,70643.2
Industrial on Westport Parkway,industrial,"Tarrant County, Texas",Westport Parkway,32.90313095394439,-97.09209578,27346.914705871684,17775.49
Industrial on Westport Parkway,industrial,"Tarrant County, Texas",Westport Parkway,32.904508462311185,-97.09131131,20098.854523205373,13064.26
Industrial on State Highway 360,industrial,"Tarrant County, Texas",State Highway 360,32.90319425,-97.09461083,21161.13233005692,13754.74
Industrial on Westport Parkway,industrial,"Tarrant County, Texas",Westport Parkway,32.90262654043686,-97.08511766,357742.33989160415,232532.52
Industrial on Westport Parkway,industrial,"Tarrant County, Texas",Westport Parkway,32.9019585,-97.09014075,51595.36669851212,33536.99
Industrial on Westport Parkway,industrial,"Tarrant County, Texas",Westport Parkway,32.9019505,-97.08907955,66927.33759413936,43502.77
Industrial on Westport Parkway,industrial,"Tarrant County, Texas",Westport Parkway,32.902601,-97.0875018,364560.6765145324,236964.44
Industrial on Westport Parkway,industrial,"Tarrant County, Texas",Westport Parkway,32.90338500000001,-97.0901208,56353.85855230138,36630.01
Industrial on Westport Parkway,industrial,"Tarrant County, Texas",Westport Parkway,32.90212349999999,-97.08345725,102823.6715700242,66835.39
Industrial on Westport Parkway,industrial,"Tarrant County, Texas",Westport Parkway,32.90337630000001,-97.0890578,73434.55352731404,47732.46
Retail on William D Tate Avenue,retail,"Tarrant County, Texas",William D Tate Avenue,32.883228591150136,-97.09687057,65012.53969533754,42258.15
Retail on W Glade Road,retail,"Tarrant County, Texas",W Glade Road,32.88229270688251,-97.0967205,47720.307918887855,31018.2
Retail on Marathon Avenue,retail,"Tarrant County, Texas",Marathon Avenue,32.71007220662107,-97.39898069,59864.98933569668,38912.24
Retail on Monahans Avenue,retail,"Tarrant County, Texas",Monahans Avenue,32.710113702379104,-97.40068862,80514.84871305451,52334.65
Office on Edwards Ranch Road,office,"Tarrant County, Texas",Edwards Ranch Road,32.711297657176715,-97.39855342,31181.529483091625,20267.99
Applied Industrial Tech,industrial,"Tarrant County, Texas",Alliance Gateway Freeway,32.98919687292713,-97.25117085,128015.02579273874,83209.77
Walmart Neighborhood Market,retail,"Tarrant County, Texas",Bedford Road,32.843453710502416,-97.1321442,42311.90511,27502.74
Retail on Bedford Road,retail,"Tarrant County, Texas",Bedford Road,32.83746134440339,-97.15110679,27381.76576,17798.15
Retail on Airport Freeway,retail,"Tarrant County, Texas",Airport Freeway,32.83676014280616,-97.14974166,31804.536107245927,20672.95
Retail on Airport Freeway,retail,"Tarrant County, Texas",Airport Freeway,32.83473723541648,-97.13214589,103986.11495872818,67590.97
Retail on Airport Freeway,retail,"Tarrant County, Texas",Airport Freeway,32.83581597575252,-97.13035136,50222.88904765733,32644.88
Retail on Airport Freeway,retail,"Tarrant County, Texas",Airport Freeway,32.83514144223953,-97.13122382,20156.418825617435,13101.67
HEB Professional Building,office,"Tarrant County, Texas",Tibbets Drive,32.83247806548343,-97.12274166,32876.39808,21369.66
Retail on Infinity Drive,retail,"Tarrant County, Texas",Infinity Drive,32.83665276668436,-97.11318987,61256.631600696695,39816.81
Retail on Central Drive,retail,"Tarrant County, Texas",Central Drive,32.83202598980056,-97.1326318,68070.49688772482,44245.82
Retail on US Highway 287 North,retail,"Tarrant County, Texas",US Highway 287 North,32.58099515,-97.12897495,25188.725144857868,16372.67
Retail on Country Club Drive,retail,"Tarrant County, Texas",Country Club Drive,32.58202741754787,-97.12841698,21895.94043,14232.36
Retail on Country Club Drive,retail,"Tarrant County, Texas",Country Club Drive,32.58297889467846,-97.12949275,23805.54725249218,15473.61
Industrial on South Mitchell Road,industrial,"Tarrant County, Texas",South Mitchell Road,32.55728082894552,-97.10601529,447239.7846829271,290705.86
Industrial on US Highway 287 South,industrial,"Tarrant County, Texas",US Highway 287 South,32.55903820071852,-97.11083772,197671.48681424084,128486.47
Albertsons,retail,"Tarrant County, Texas",North Main Street,32.85337218164736,-97.08356928,59441.80445600167,38637.17
Warehouse on Country Club Drive,warehouse,"Tarrant County, Texas",Country Club Drive,32.59472546,-97.10889555,23990.30616305506,15593.7
Walmart Neighborhood Market,retail,"Tarrant County, Texas",Matlock Road,32.60519306659186,-97.11663733,43483.56528496942,28264.32
Retail on Matlock Road,retail,"Tarrant County, Texas",Matlock Road,32.60443756450561,-97.11600497,32651.15904368396,21223.25
Kroger,retail,"Tarrant County, Texas",West Interstate 20,32.673460282880875,-97.04258919,64784.74125,42110.08
Retail on West Interstate 20,retail,"Tarrant County, Texas",West Interstate 20,32.67354870445797,-97.04166157,20637.23056017686,13414.2
Sam's Club,retail,"Tarrant County, Texas",West Interstate 20,32.67326863578168,-97.04004921,131427.2363853721,85427.7
Retail on South Cooper Street,retail,"Tarrant County, Texas",South Cooper Street,32.70540215243125,-97.11908085,21338.575151229223,13870.07
Retail on South Cooper Street,retail,"Tarrant County, Texas",South Cooper Street,32.705366953276965,-97.11978597,26112.234897370487,16972.95
Retail on West Arkansas Lane,retail,"Tarrant County, Texas",West Arkansas Lane,32.70524884414688,-97.12054533,63205.63983069536,41083.67
Retail on East Harwood Road,retail,"Tarrant County, Texas",East Harwood Road,32.85056316788669,-97.10910159,47518.89385175891,30887.28
Retail on Harwood Road,retail,"Tarrant County, Texas",Harwood Road,32.85070951820456,-97.11337996,34725.90428584906,22571.84
Retail on Harwood Road,retail,"Tarrant County, Texas",Harwood Road,32.85148203958776,-97.12961781,25039.10341794445,16275.42
Retail on Harwood Road,retail,"Tarrant County, Texas",Harwood Road,32.85092444649506,-97.13027986,22923.5581281286,14900.31
Retail on Central Drive,retail,"Tarrant County, Texas",Central Drive,32.84535663583223,-97.13272087,23771.13275424108,15451.24
Rock Island Auction,commercial,"Tarrant County, Texas",Ember Drive,32.850972312561424,-97.10758249,90900.92525,59085.6
Warehouse on Villa Brook Lane,warehouse,"Tarrant County, Texas",Villa Brook Lane,32.66166818065259,-97.13232562,31110.35696497061,20221.73
Retail on Southwest Green Oaks Boulevard,retail,"Tarrant County, Texas",Southwest Green Oaks Boulevard,32.65832281505595,-97.11736261,47528.86562952843,30893.76
Retail on South Cooper Street,retail,"Tarrant County, Texas",South Cooper Street,32.66441590565801,-97.1334281,53350.62507668367,34677.91
Retail on West Bardin Road,retail,"Tarrant County, Texas",West Bardin Road,32.67107908022429,-97.13324495,31729.52064511721,20624.19
Retail on Valleycreek Lane,retail,"Tarrant County, Texas",Valleycreek Lane,32.64934160551483,-97.13357196,32973.49020976416,21432.77
Walmart Neighborhood Market,retail,"Tarrant County, Texas",West Sublett Road,32.64576052437173,-97.11763382,53784.49314725392,34959.92
Ross,retail,"Tarrant County, Texas",State Highway 121,32.87813367271048,-97.0962705,29498.898319338703,19174.28
Staples,retail,"Tarrant County, Texas",State Highway 121,32.87867282936182,-97.09629203,20273.25333182615,13177.61
Retail on Gateway Boulevard,retail,"Tarrant County, Texas",Gateway Boulevard,32.876946004230305,-97.09627244,27146.73220027503,17645.38
Marshalls,retail,"Tarrant County, Texas",Gateway Boulevard,32.87770750493233,-97.09626629,31575.484580693497,20524.06
Retail on Gateway Boulevard,retail,"Tarrant County, Texas",Gateway Boulevard,32.87732015183148,-97.09621351,29091.34432275464,18909.37
LA Fitness,retail,"Tarrant County, Texas",Gateway Boulevard,32.87545260797569,-97.09627033,43957.84454781975,28572.6
Retail on Glade Road,retail,"Tarrant County, Texas",Glade Road,32.88065025578059,-97.08316449,27734.778460972502,18027.61
Retail on Meadow Park Drive,retail,"Tarrant County, Texas",Meadow Park Drive,32.85043806832243,-97.13304888,34526.76565514717,22442.4
Industrial on Sprocket Drive,industrial,"Tarrant County, Texas",Sprocket Drive,32.694668439149986,-97.14342347,287867.0036744123,187113.55
CubeSmart,retail,"Tarrant County, Texas",Ira E Woods Avenue,32.92955404994364,-97.09918964,35634.57640830592,23162.47
Retail on East Southlake Boulevard,retail,"Tarrant County, Texas",East Southlake Boulevard,32.93942126364816,-97.10871188,22398.603082806683,14559.09
Cinemark Tinseltown Grapevine and XD,retail,"Tarrant County, Texas",West State Highway 114,32.91947280723561,-97.08545316,88422.69967932675,57474.75
Retail on North,retail,"Tarrant County, Texas",North,32.66531693197687,-97.13494939,23006.05432470896,14953.94
Retail on Mansfield Road,retail,"Tarrant County, Texas",Mansfield Road,32.66950384549384,-97.13576259,53105.00001764178,34518.25
Walmart Neighborhood Market,retail,"Tarrant County, Texas",Park Springs Boulevard,32.65945160709983,-97.16524552,41653.622477506266,27074.85
WinCo Foods,retail,"Tarrant County, Texas",South Cooper Street,32.673555759625444,-97.1393485,87868.15715,57114.3
Retail on Matlock Road,retail,"Tarrant County, Texas",Matlock Road,32.64424740319731,-97.11442025,26088.75827205533,16957.69
Retail on South Cooper Street,retail,"Tarrant County, Texas",South Cooper Street,32.6408069,-97.1336769,23522.387366530736,15289.55
Retail on South Cooper Street,retail,"Tarrant County, Texas",South Cooper Street,32.63898700720666,-97.13405559,23221.70635136313,15094.11
Industrial on South Commercial Boulevard,industrial,"Tarrant County, Texas",South Commercial Boulevard,32.62088553556261,-97.13084161,173650.53147932043,112872.85
Retail on Highway 157 North,retail,"Tarrant County, Texas",Highway 157 North,32.60315016917513,-97.14379184,21899.93227792074,14234.96
Retail on Highway 157,retail,"Tarrant County, Texas",Highway 157,32.60717384039007,-97.14262371,20047.775337553543,13031.05
Retail on Matlock Road,retail,"Tarrant County, Texas",Matlock Road,32.60635527139823,-97.11790662,22078.65633471187,14351.13
Walmart Supercenter,retail,"Tarrant County, Texas",West Interstate 20,32.673447829356064,-97.03621117,232767.65485982297,151298.98
Industrial on West Hurst Boulevard,industrial,"Tarrant County, Texas",West Hurst Boulevard,32.80777093705197,-97.17475906,330745.6973533286,214984.7
Industrial on West Hurst Boulevard,industrial,"Tarrant County, Texas",West Hurst Boulevard,32.808171513492915,-97.18348448,33347.718698284574,21676.02
Industrial on West Hurst Boulevard,industrial,"Tarrant County, Texas",West Hurst Boulevard,32.80765060737382,-97.18068328,40236.41642379418,26153.67
Industrial on West Hurst Boulevard,industrial,"Tarrant County, Texas",West Hurst Boulevard,32.80812602784838,-97.18499635,84089.17469954594,54657.96
Industrial on West Hurst Boulevard,industrial,"Tarrant County, Texas",West Hurst Boulevard,32.807538676826965,-97.18166986,79047.47976,51380.86
Industrial on West Hurst Boulevard,industrial,"Tarrant County, Texas",West Hurst Boulevard,32.807563252323455,-97.18394423,40507.42257199453,26329.82
Industrial on Precinct Line Road,industrial,"Tarrant County, Texas",Precinct Line Road,32.80752693517115,-97.18276393,40996.105928243465,26647.47
Warehouse on West Hurst Boulevard,warehouse,"Tarrant County, Texas",West Hurst Boulevard,32.807532750000014,-97.17127235,30822.012030089296,20034.31
Retail on West Pipeline Road,retail,"Tarrant County, Texas",West Pipeline Road,32.823190825154846,-97.17178048,34510.97731433596,22432.14
Retail on Roberts Cut Off Road,retail,"Tarrant County, Texas",Roberts Cut Off Road,32.80617525102447,-97.41255754,23013.86012740352,14959.01
Retail on Lake Worth Boulevard,retail,"Tarrant County, Texas",Lake Worth Boulevard,32.81386384777148,-97.4340583,26603.0829425944,17292.0
Retail on Azle Avenue,retail,"Tarrant County, Texas",Azle Avenue,32.81500511731886,-97.42708747,54721.94600250841,35569.26
Retail on Paul Meador Drive,retail,"Tarrant County, Texas",Paul Meador Drive,32.81495233081956,-97.42774054,31624.862353860743,20556.16
Retail on Azle Avenue,retail,"Tarrant County, Texas",Azle Avenue,32.81497227779715,-97.42826827,35399.612281475944,23009.75
Albertsons,retail,"Tarrant County, Texas",Lake Worth Boulevard,32.81199722971563,-97.42237593,66051.75953269338,42933.64
Retail on Lake Worth Boulevard,retail,"Tarrant County, Texas",Lake Worth Boulevard,32.81177974533615,-97.42151579,30288.011089892803,19687.21
Retail on Lake Worth Boulevard,retail,"Tarrant County, Texas",Lake Worth Boulevard,32.81482822084372,-97.43429147,53047.299286233145,34480.74
Retail on Quebec Street,retail,"Tarrant County, Texas",Quebec Street,32.806512861417055,-97.42685397,30257.51225659493,19667.38
Commercial on FM 1187,commercial,"Tarrant County, Texas",FM 1187,32.57000738176662,-97.34413463,50778.61504118061,33006.1
Retail on Precinct Line Road,retail,"Tarrant County, Texas",Precinct Line Road,32.8486775,-97.1848038,20315.58055696417,13205.13
Walmart Supercenter,retail,"Tarrant County, Texas",Precinct Line Road,32.84720503035634,-97.18382777,215774.99679999173,140253.75
Retail on Gumm Road,retail,"Tarrant County, Texas",Gumm Road,32.650127176360606,-97.35056696,33467.06110769507,21753.59
Retail on East Pipeline Road,retail,"Tarrant County, Texas",East Pipeline Road,32.82277446893058,-97.1574121,84561.71519398944,54965.11
Retail on East Pipeline Road,retail,"Tarrant County, Texas",East Pipeline Road,32.822680580304635,-97.1606598,27909.30895983093,18141.05
Kroger,retail,"Tarrant County, Texas",East Pipeline Road,32.822553603791285,-97.15904721,53006.49953014407,34454.22
Industrial on Old Denton Road,industrial,"Tarrant County, Texas",Old Denton Road,32.83003712720832,-97.27804055,20566.995848018647,13368.55
Industrial on Meacham Boulevard,industrial,"Tarrant County, Texas",Meacham Boulevard,32.824674249999994,-97.2860935,35121.082374228914,22828.7
Communication Concepts,industrial,"Tarrant County, Texas",Hahn Boulevard,32.826182499999994,-97.282342,23856.887726537192,15506.98
Woodworks,industrial,"Tarrant County, Texas",Clay Avenue,32.82875020937232,-97.28240298,31591.47432,20534.46
Falcon Steel Maintenance,industrial,"Tarrant County, Texas",Meacham Boulevard,32.82509181474455,-97.28382527,110229.4091545866,71649.12
Industrial on Anderson Boulevard,industrial,"Tarrant County, Texas",Anderson Boulevard,32.826203821194234,-97.28136162,37669.55904860815,24485.21
Industrial on Clay Avenue,industrial,"Tarrant County, Texas",Clay Avenue,32.82879573122064,-97.27949493,51169.29037806047,33260.04
Industrial on Murray Avenue,industrial,"Tarrant County, Texas",Murray Avenue,32.82832482,-97.28005588,58334.02899416083,37917.12
Industrial on Hahn Boulevard,industrial,"Tarrant County, Texas",Hahn Boulevard,32.82743881568979,-97.28456998,65623.65433793793,42655.38
Industrial on Clay Avenue,industrial,"Tarrant County, Texas",Clay Avenue,32.82760887,-97.28787035,148291.26280361146,96389.32
Industrial on North Beach Street,industrial,"Tarrant County, Texas",North Beach Street,32.82759835000001,-97.2894744,190990.6167474672,124143.9
Industrial on Garland Drive,industrial,"Tarrant County, Texas",Garland Drive,32.830844254336206,-97.28497825,25352.91760331245,16479.4
Warehouse on Davis Boulevard,warehouse,"Tarrant County, Texas",Davis Boulevard,32.83630275000001,-97.21478385,21232.439544730903,13801.09
Warehouse on North Electric Trail,warehouse,"Tarrant County, Texas",North Electric Trail,32.84873001241285,-97.21653558,31526.204953002456,20492.03
Retail on Northeast Loop 820,retail,"Tarrant County, Texas",Northeast Loop 820,32.84165307905089,-97.23510635,87091.60311457608,56609.54
Retail on Dick Lewis Drive,retail,"Tarrant County, Texas",Dick Lewis Drive,32.84329824896693,-97.23718627,45167.40773377656,29358.82
Retail on Dick Lewis Drive,retail,"Tarrant County, Texas",Dick Lewis Drive,32.84325374190311,-97.23797429,27930.27308911885,18154.68
Commercial on Northeast Loop 820,commercial,"Tarrant County, Texas",Northeast Loop 820,32.83838504351836,-97.22542086,65888.9845,42827.84
Retail on New Bursey Road,retail,"Tarrant County, Texas",New Bursey Road,32.89171408918158,-97.25633148,22782.25719428853,14808.47
Target,retail,"Tarrant County, Texas",Denton Highway,32.88926485258691,-97.25656267,176240.6996953983,114556.45
Retail on Denton Highway,retail,"Tarrant County, Texas",Denton Highway,32.894186253328115,-97.25666275,35542.381978658304,23102.55
Retail on Denton Highway,retail,"Tarrant County, Texas",Denton Highway,32.89269317554857,-97.2567852,21357.80829266448,13882.58
Fitness Connection,retail,"Tarrant County, Texas",New Bursey Road,32.89335212976013,-97.25656752,63225.35794,41096.48
Retail on Denton Highway,retail,"Tarrant County, Texas",Denton Highway,32.88180720822099,-97.25901854,26764.402169344085,17396.86
Retail on Rufe Snow Drive,retail,"Tarrant County, Texas",Rufe Snow Drive,32.87332799999999,-97.2386674,33735.15638254635,21927.85
Retail on Watauga Road,retail,"Tarrant County, Texas",Watauga Road,32.86152782,-97.23951256,31575.57725944852,20524.13
Retail on Watauga Road,retail,"Tarrant County, Texas",Watauga Road,32.861038112252174,-97.24035879,46521.84583554506,30239.2
Retail on Levitt Drive,retail,"Tarrant County, Texas",Levitt Drive,32.86562077,-97.26269772,35436.97834,23034.04
Retail on Bunker Boulevard,retail,"Tarrant County, Texas",Bunker Boulevard,32.87116512,-97.26173295,26582.48470204672,17278.62
Retail on Ridgetop Road,retail,"Tarrant County, Texas",Ridgetop Road,32.87587974843295,-97.23561313,61365.14804459196,39887.35
Retail on Rufe Snow Drive,retail,"Tarrant County, Texas",Rufe Snow Drive,32.86113979549008,-97.23662819,30638.61111930255,19915.1
Retail on Meadow Crest Drive,retail,"Tarrant County, Texas",Meadow Crest Drive,32.84490137873571,-97.23802507,34904.60792,22688.0
Retail on Shadow Creek Apartment,retail,"Tarrant County, Texas",Shadow Creek Apartment,32.84842786102196,-97.23800105,26721.21451061814,17368.79
Retail on Rufe Snow Drive,retail,"Tarrant County, Texas",Rufe Snow Drive,32.85809236852362,-97.2371657,25597.010998256017,16638.06
Dirt Cheap,retail,"Tarrant County, Texas",Rufe Snow Drive,32.85882579,-97.23693468,49693.85121911143,32301.0
Retail on Hilltop Drive,retail,"Tarrant County, Texas",Hilltop Drive,32.84568761022295,-97.23960011,32096.597676716483,20862.79
Retail on Denton Highway,retail,"Tarrant County, Texas",Denton Highway,32.849310749999994,-97.2627826,24502.13810629112,15926.39
Warehouse on Browning Drive,warehouse,"Tarrant County, Texas",Browning Drive,32.846234186905015,-97.24151738,37022.88500355757,24064.88
Retail on Northeast Loop 820,retail,"Tarrant County, Texas",Northeast Loop 820,32.84100492723285,-97.2505694,24183.11549184315,15719.03
Sam's Club,retail,"Tarrant County, Texas",Northeast Loop 820,32.842766673938506,-97.24849275,133075.22454091237,86498.9
Walmart Supercenter,retail,"Tarrant County, Texas",Northeast Loop 820,32.842704111395484,-97.24643543,231435.5503727914,150433.11
The Home Depot,retail,"Tarrant County, Texas",Northeast Loop 820,32.842131766961174,-97.24329066,104323.91825776342,67810.55
Retail on Rufe Snow Drive,retail,"Tarrant County, Texas",Rufe Snow Drive,32.85844808986836,-97.23913943,28718.004044705303,18666.7
Albertsons,retail,"Tarrant County, Texas",Rufe Snow Drive,32.85878339738713,-97.24004451,60607.89026078956,39395.13
Retail on Rufe Snow Drive,retail,"Tarrant County, Texas",Rufe Snow Drive,32.85955326516264,-97.24043035,26274.61326,17078.5
Warehouse on Cottonbelt Trail,warehouse,"Tarrant County, Texas",Cottonbelt Trail,32.85201826216464,-97.24006162,30849.058098542075,20051.89
ALDI,retail,"Tarrant County, Texas",Precinct Line Road,32.84416346217611,-97.1855567,20457.254708539785,13297.22
Retail on Airport Freeway,retail,"Tarrant County, Texas",Airport Freeway,32.84037820750996,-97.18960594,73454.63428450703,47745.51
Retail on Two Thousand Oak Apartment,retail,"Tarrant County, Texas",Two Thousand Oak Apartment,32.83984117816437,-97.19255892,40446.18187990408,26290.02
Retail on Harwood Road,retail,"Tarrant County, Texas",Harwood Road,32.85145612053174,-97.16147948,73853.08729296846,48004.51
Retail on Revere Street,retail,"Tarrant County, Texas",Revere Street,32.82505619142295,-97.2657928,78611.14384472395,51097.24
Retail on Woodway Drive,retail,"Tarrant County, Texas",Woodway Drive,32.67176196954021,-97.13851821,36704.00370830385,23857.6
Retail on South Cooper Street,retail,"Tarrant County, Texas",South Cooper Street,32.67149573957508,-97.13524817,29229.705947181967,18999.31
Ashley HomeStore,retail,"Tarrant County, Texas",South Cooper Street,32.67160949771306,-97.13588978,107465.10020508611,69852.32
Retail on South State Highway 360,retail,"Tarrant County, Texas",South State Highway 360,32.64533356458729,-97.0612123,30383.27978294657,19749.13
24 Hour Fitness,retail,"Tarrant County, Texas",South State Highway 360,32.64633400952344,-97.05874438,30325.71035300584,19711.71
Target,retail,"Tarrant County, Texas",South State Highway 360,32.643103047972865,-97.05995126,173051.41096934126,112483.42
Retail on South State Highway 360,retail,"Tarrant County, Texas",South State Highway 360,32.64400503,-97.05998876,29360.53415,19084.35
Retail on South State Highway 360,retail,"Tarrant County, Texas",South State Highway 360,32.64469202416637,-97.05983449,33403.79112463948,21712.46
Retail on South State Highway 360,retail,"Tarrant County, Texas",South State Highway 360,32.64539574,-97.0597342,21139.959017466503,13740.97
The Home Depot,retail,"Tarrant County, Texas",South State Highway 360,32.64170066205123,-97.06036367,109560.45131878911,71214.29
ALDI,retail,"Tarrant County, Texas",Matlock Road,32.60789167,-97.11545079,20513.08517999681,13333.51
Retail on Turf Club Drive,retail,"Tarrant County, Texas",Turf Club Drive,32.65117885,-97.13630245,29013.82501479496,18858.99
Retail on South Cooper Street,retail,"Tarrant County, Texas",South Cooper Street,32.65041413,-97.13712595,56298.77915045197,36594.21
Albertsons,retail,"Tarrant County, Texas",South Cooper Street,32.64935812732887,-97.13719607,61789.7024023374,40163.31
Retail on Winscott Road,retail,"Tarrant County, Texas",Winscott Road,32.67752537995392,-97.45210932,21170.725084063968,13760.97
Industrial on Jarvis Road,industrial,"Tarrant County, Texas",Jarvis Road,32.880247938200064,-97.37156866,73578.06156,47825.74
Industrial on Jarvis Road,industrial,"Tarrant County, Texas",Jarvis Road,32.88188648386691,-97.37144314,201113.9142,130724.04
Industrial on East Bailey Boswell Road,industrial,"Tarrant County, Texas",East Bailey Boswell Road,32.882770020434144,-97.37174291,69195.80917875399,44977.28
Industrial on Burlington Road,industrial,"Tarrant County, Texas",Burlington Road,32.86592201198031,-97.36349614,77694.82112117711,50501.63
Industrial on Burlington Road,industrial,"Tarrant County, Texas",Burlington Road,32.865335852989965,-97.36447567,20778.5110508072,13506.03
Industrial on Burlington Road,industrial,"Tarrant County, Texas",Burlington Road,32.86693573,-97.36443227,47158.51543676753,30653.04
Industrial on Garvey Road,industrial,"Tarrant County, Texas",Garvey Road,32.86663638503774,-97.36578391,24286.347668449245,15786.13
Industrial on Defiel Road,industrial,"Tarrant County, Texas",Defiel Road,32.873121282384524,-97.36614531,231901.20863446768,150735.79
CTI Foods,industrial,"Tarrant County, Texas",Sansom Boulevard,32.852690031545514,-97.3545728,165280.28345957637,107432.18
Retail on North Saginaw Boulevard,retail,"Tarrant County, Texas",North Saginaw Boulevard,32.87224612039948,-97.37558064,20541.94443832933,13352.26
Retail on North Saginaw Boulevard,retail,"Tarrant County, Texas",North Saginaw Boulevard,32.87556908979322,-97.37807578,28474.40558888012,18508.36
Retail on South Saginaw Boulevard,retail,"Tarrant County, Texas",South Saginaw Boulevard,32.85428703991819,-97.36224204,59042.99499,38377.95
Retail on Oakland Boulevard,retail,"Tarrant County, Texas",Oakland Boulevard,32.74231454854068,-97.26311409,35513.018809575115,23083.46
Industrial on West Trinity Boulevard,industrial,"Tarrant County, Texas",West Trinity Boulevard,32.804271860696964,-97.03451143,130389.20414579751,84752.98
Industrial on West Trinity Boulevard,industrial,"Tarrant County, Texas",West Trinity Boulevard,32.806110963317984,-97.03506275,146654.29633640923,95325.29
Retail on Kynette Drive,retail,"Tarrant County, Texas",Kynette Drive,32.835212380134564,-97.10210893,40232.16208,26150.91
Retail on West Airport Freeway,retail,"Tarrant County, Texas",West Airport Freeway,32.83518184091674,-97.1009037,49653.53065726649,32274.79
Retail on West Airport Freeway,retail,"Tarrant County, Texas",West Airport Freeway,32.835590235539314,-97.10286528,31859.480294405967,20708.66
Retail on West Airport Freeway,retail,"Tarrant County, Texas",West Airport Freeway,32.83651464395811,-97.10313315,65249.778491835634,42412.36
Retail on Centerpark Drive,retail,"Tarrant County, Texas",Centerpark Drive,32.87868390607616,-97.15629769,27645.813704564647,17969.78
Retail on Colleyville Boulevard,retail,"Tarrant County, Texas",Colleyville Boulevard,32.8779328,-97.15698394,90894.80740742409,59081.62
Dick's Sporting Goods,retail,"Tarrant County, Texas",Rio Grande Boulevard,32.87707621978705,-97.10295154,51005.55342586773,33153.61
Ulterra,commercial,"Tarrant County, Texas",Corporation Parkway,32.695780712379886,-97.50935246,24125.233135912364,15681.4
Ulterra,commercial,"Tarrant County, Texas",Corporation Parkway,32.69481627137901,-97.51108449,22971.18821425008,14931.27
Ulterra,commercial,"Tarrant County, Texas",Corporation Parkway,32.695817427585574,-97.51095455,23865.985230722792,15512.89
FDS,commercial,"Tarrant County, Texas",Corporation Parkway,32.69481957992933,-97.5117598,21696.860612526147,14102.96
Walmart Neighborhood Market,retail,"Tarrant County, Texas",Boulevard 26,32.81364559377578,-97.23929929,42444.18031775951,27588.72
Kroger,retail,"Tarrant County, Texas",Rufe Snow Drive,32.89702787972479,-97.23684036,69648.11552066947,45271.28
Retail on Rufe Snow Drive,retail,"Tarrant County, Texas",Rufe Snow Drive,32.89803563,-97.23702794,37993.53604703824,24695.8
Retail on Grapevine Mills Circle East,retail,"Tarrant County, Texas",Grapevine Mills Circle East,32.96826050517457,-97.03811547,29708.100588294863,19310.27
Retail on Grapevine Mills Boulevard North,retail,"Tarrant County, Texas",Grapevine Mills Boulevard North,32.971860896901696,-97.03444973,50024.42752976915,32515.88
Warehouse on Lakeside Parkway,warehouse,"Tarrant County, Texas",Lakeside Parkway,32.989864254019835,-97.03572987,238230.36394870188,154849.74
Warehouse on Enterprise Drive,warehouse,"Tarrant County, Texas",Enterprise Drive,32.98589375000001,-97.0354486,605745.7509662479,393734.74
Warehouse on Enterprise Drive,warehouse,"Tarrant County, Texas",Enterprise Drive,32.985905499999994,-97.03903185,380297.1415945408,247193.14
Warehouse on Enterprise Drive,warehouse,"Tarrant County, Texas",Enterprise Drive,32.98801949999999,-97.03594935,466402.8362,303161.84
PapaG's Sports Bar & Grill,commercial,"Tarrant County, Texas",State Highway 121,32.8529095,-97.10814295,36373.14520231845,23642.54
The Home Depot,retail,"Tarrant County, Texas",South Main Street,32.896205973352934,-97.25551369,113392.17841933106,73704.92
Sprouts Farmers Market,retail,"Tarrant County, Texas",South Main Street,32.89756237201588,-97.2554382,33655.73345343393,21876.23
Retail on Rufe Snow Drive,retail,"Tarrant County, Texas",Rufe Snow Drive,32.89463313,-97.24004037,32154.29620260016,20900.29
Walmart Neighborhood Market,retail,"Tarrant County, Texas",Rufe Snow Drive,32.89331231,-97.23998718,42424.91186855712,27576.19
Retail on South Park Boulevard,retail,"Tarrant County, Texas",South Park Boulevard,32.938612934102224,-97.09796634,23724.37302928943,15420.84
Retail on Meadow Oaks Drive,retail,"Tarrant County, Texas",Meadow Oaks Drive,32.80343675039738,-97.26596116,71704.05616663073,46607.64
Retail on Denton Highway,retail,"Tarrant County, Texas",Denton Highway,32.80459610892478,-97.26594636,59202.93111368077,38481.91
Retail on Denton Highway,retail,"Tarrant County, Texas",Denton Highway,32.80575830053292,-97.26593342,56301.27785507107,36595.83
Retail on Harwood Road,retail,"Tarrant County, Texas",Harwood Road,32.85300144981793,-97.13413951,41451.52475820658,26943.49
Retail on Harwood Road,retail,"Tarrant County, Texas",Harwood Road,32.85358782436062,-97.13250144,25794.899397533776,16766.68
Industrial on Galleria Drive,industrial,"Tarrant County, Texas",Galleria Drive,32.744511374695605,-97.05868094,556443.0521034212,361687.98
Industrial on Highway 360,industrial,"Tarrant County, Texas",Highway 360,32.835745650000014,-97.05652205,119481.22159382702,77662.79
Industrial on Sovereign Road,industrial,"Tarrant County, Texas",Sovereign Road,32.83042954617564,-97.05134243,488938.4793893207,317810.01
Industrial on Unknown,industrial,"Tarrant County, Texas",Unknown,32.93505025,-97.32084545,504300.2099573912,327795.14
